Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
19903033,trazodona,trazodona 150 mg,mg,Tableta o cápsula de liberación modificada,Trittico A.C,Aziende,Trittico A.C (Aziende) - Cada tableta contiene: trazodona 150 mg,Comercial,"9,580.03",Medio,2
19903245,alcohol etilico,"alcohol etilico 72,9 ml",ml,Solución o suspensión tópica,Alcohol Antiseptico Remy,Osa,"Alcohol Antiseptico Remy (Osa) - frasco 120 ml - Cada 100 ml contiene: alcohol etilico 72,9 ml",Comercial,"50,280.00",Medio,2
19903260,doxofilina,doxofilina 400 mg,mg,Tableta o cápsula,Puroxan,Exeltis,Puroxan (Exeltis) - Cada tableta contiene: doxofilina 400 mg,Comercial,"4,347.35",Medio,2
19903434,levodropropizina,"levodropropizina 0,6 g",ml,Jarabe,Levopront R,Bago,"Levopront R (Bago) - frasco 60 ml - Cada 100 ml contiene: levodropropizina 0,6 g",Comercial,"52,408.83",Alto,3
19903517,vitamina e,vitamina e 1000 ui,ui,Tableta o cápsula,Vitamina E,Procaps,Vitamina E (Procaps) - Cada capsula contiene: vitamina e 1000 ui,Comercial,"1,411.11",Bajo,1
19903566,progesterona,progesterona 1 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Progestogel 1%,Besins Healthcare,Progestogel 1% (Besins Healthcare) - tubo 80 g - Cada 100 g contiene: progesterona 1 g,Comercial,"56,900.00",Medio,2
19903653,secnidazol,secnidazol 1 g,g,Tableta o cápsula,Secnidazol,Tecnoquimicas,Secnidazol (Tecnoquimicas) - Cada tableta contiene: secnidazol 1 g,Comercial,"11,348.54",Alto,3
19903694,hioscina y dipirona,"dipirona 2,5 g + n- butil bromuro de hioscina 20 mg",ml,Solución o suspensión inyectable,Hioscina + Dipirona,Ryan,"Hioscina + Dipirona (Ryan) - ampolla 5 ml - Cada 5 ml contiene: dipirona 2,5 g + n- butil bromuro de hioscina 20 mg",Comercial,"2,500.00",Medio,2
19903695,n-butilbromuro de hioscina,n- butil bromuro de hioscina 20 mg,mg,Solución o suspensión inyectable,Butilbromuro Hioscina,Ryan,Butilbromuro Hioscina (Ryan) - ampolla 1 mg - Cada 1 ml contiene: n- butil bromuro de hioscina 20 mg,Comercial,"1,279.17",Alto,3
19903743,ciproheptadina,"ciproheptadina 0,035 g",g,Polvo para reconstituir a Solución o suspensión oral,Trimetabol,J Uriach,"Trimetabol (J Uriach) - sobre 2 g - Cada 1,667 g contiene: ciproheptadina 0,035 g",Comercial,"50,445.20",Medio,2
19903745,piridoxina+ tiamina + cianocobalamina,cianocobalamina 1 mg + piridoxina (vit b6) 100 mg + tiamina 100 mg,ml,Solución o suspensión inyectable,Neurobion,Procter & Gamble,Neurobion (Procter & Gamble) - ampolla 1 ml - Cada 1 ml contiene: cianocobalamina 1 mg + piridoxina (vit b6) 100 mg + tiamina 100 mg,Comercial,"308,155.67",Medio,2
19904033,ifosfamida,ifosfamida 1 g,g,Polvo para reconstituir a Solución o suspensión inyectable,Holoxan,Baxter,Holoxan (Baxter) - Cada vial contiene: ifosfamida 1 g,Comercial,"118,182.25",Alto,3
1990415,ketorolaco,ketorolaco 30 mg,mg,Solución o suspensión inyectable,Ketron,Bussié,Ketron (Bussié) - ampolla 2 mg - Cada 2 ml contiene: ketorolaco 30 mg,Comercial,"11,419.20",Alto,3
19904162,dalteparina,dalteparina 5000 ui,ui,Solución o suspensión inyectable,Fragmin,Pfizer,"Fragmin (Pfizer) - jeringa prellenada 5000 ui - Cada 0,2 ml contiene: dalteparina 5000 ui",Comercial,"14,378.00",Medio,2
19904176,naproxeno,naproxeno 550 mg,mg,Tableta o cápsula,Naproxeno Sodico,Tecnoquimicas,Naproxeno Sodico (Tecnoquimicas) - Cada tableta contiene: naproxeno 550 mg,Comercial,826.15,Bajo,1
19904368,retinol ( vit a),retinol ( vit a) 50000 ui,ui,Tableta o cápsula,Retiblan,Colmed,Retiblan (Colmed) - Cada capsula contiene: retinol ( vit a) 50000 ui,Comercial,564.37,Alto,3
19904404,rabeprazol,rabeprazol 20 mg,mg,Tableta o cápsula,Pariet,Janssen,Pariet (Janssen) - Cada tableta contiene: rabeprazol 20 mg,Comercial,"9,149.00",Medio,2
19904451,hidroxipropilmetil celulosa,hidroxipropilmetilcelulosa 3 mg,ml,Solución o suspensión oftálmica,Genteal,Alcon,Genteal (Alcon) - frasco 10 ml - Cada 1 ml contiene: hidroxipropilmetilcelulosa 3 mg,Comercial,"42,516.67",Alto,3
19904497,acetilcisteina,acetilcisteina 2 g,ml,Jarabe,Fluimucil,Zambon,Fluimucil (Zambon) - frasco 120 ml - Cada 100 ml contiene: acetilcisteina 2 g,Comercial,"18,410.42",Medio,2
19904509,pertusis antigeno purificado,pertusis antigeno purificado,ml,Solución o suspensión inyectable,Boostrix,Glaxosmithkline,"Boostrix (Glaxosmithkline) - jeringa prellenada 0,5 ml - Cada 0,5 ml contiene: pertusis antigeno purificado",Comercial,"67,157.00",Medio,2
19904550,clobetasol,"clobetasol 0,05 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Clobetasol,American Generics,"Clobetasol (American Generics) - tubo 40 g - Cada 100 g contiene: clobetasol 0,05 g",Comercial,"14,806.92",Medio,2
19904597,hidroclorotiazida e irbesartan,"hidroclorotiazida 12,5 mg + irbesartan 150 mg",mg,Tableta o cápsula,Coaprovel,Sanofi Aventis,"Coaprovel (Sanofi Aventis) - Cada tableta contiene: hidroclorotiazida 12,5 mg + irbesartan 150 mg",Comercial,"7,827.07",Medio,2
19904598,hidroclorotiazida e irbesartan,"hidroclorotiazida 12,5 mg + ibersartan 300 mg",mg,Tableta o cápsula,Coaprovel,Sanofi Aventis,"Coaprovel (Sanofi Aventis) - Cada tableta contiene: hidroclorotiazida 12,5 mg + ibersartan 300 mg",Comercial,"8,831.07",Medio,2
19904833,sildenafil,sildenafil 50 mg,mg,Tableta o cápsula,Eroxim,Lafrancol,Eroxim (Lafrancol) - Cada tableta contiene: sildenafil 50 mg,Comercial,"8,926.70",Alto,3
19905280,infliximab,infliximab 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Remicade,Janssen,Remicade (Janssen) - Cada vial contiene: infliximab 100 mg,Comercial,"902,327.67",Alto,3
19905313,multienzimas (lipasa proteasa etc.),multienzimas (lipasa proteasa etc.) 150 mg,mg,Tableta o cápsula,Creon,Lafrancol,Creon (Lafrancol) - Cada capsula contiene: multienzimas (lipasa proteasa etc.) 150 mg,Comercial,"2,041.74",Medio,2
19905376,vacuna difteria-hemofilus influenza b-pertusis-poliomielitis-tetanos-hepatitis b,vacuna difteria-hemofilus influenza b-pertusis-poliomielitis-tetanos-hepatitis b,ml,Solución o suspensión inyectable,Infanrix Hexa,Glaxosmithkline,Infanrix Hexa (Glaxosmithkline) - jeringa prellenada 3 ml - Cada 3 ml contiene: vacuna difteria-hemofilus influenza b-pertusis-poliomielitis-tetanos-hepatitis b,Comercial,"137,056.25",Alto,3
19905527,multivitaminas mas hierro,multivitaminas mas hierro,ml,Elixir o tintura,Hemocyton,Tecnofar,Hemocyton (Tecnofar) - frasco 340 ml - Cada 100 ml contiene: multivitaminas mas hierro,Comercial,"24,031.83",Medio,2
19905549,fenobarbital,fenobarbital 100 mg,mg,Tableta o cápsula,Fenobarbital,Fondo Nacional De Estupefacientes,Fenobarbital (Fondo Nacional De Estupefacientes) - Cada tableta contiene: fenobarbital 100 mg,Comercial,176.07,Medio,2
19905550,fenobarbital,fenobarbital 50 mg,mg,Tableta o cápsula,Fenobarbital,Fondo Nacional De Estupefacientes,Fenobarbital (Fondo Nacional De Estupefacientes) - Cada tableta contiene: fenobarbital 50 mg,Comercial,441.04,Medio,2
19905554,metformina,metformina 850 mg,mg,Tableta o cápsula,Metformina,Winthrop,Metformina (Winthrop) - Cada tableta contiene: metformina 850 mg,Comercial,819.33,Alto,3
19905590,daunorrubicina,daunorrubicina 20 mg,ml,Polvo para reconstituir a Solución o suspensión inyectable,Daunorubicina,Korea United Pharm,Daunorubicina (Korea United Pharm) - vial 4 ml - Cada 4 ml contiene: daunorrubicina 20 mg,Comercial,"53,408.11",Bajo,1
19906076,fosfolipidos naturales,fosfolipidos naturales 240 mg,ml,Solución o suspensión inyectable,Curosurf,Chiesi,Curosurf (Chiesi) - vial 3 ml - Cada 3 ml contiene: fosfolipidos naturales 240 mg,Comercial,"3,156,509.89",Medio,2
19906142,cetirizina,cetirizina 10 mg,mg,Tableta o cápsula,Cetirizina,Genfar,Cetirizina (Genfar) - Cada tableta contiene: cetirizina 10 mg,Comercial,505.85,Medio,2
19906196,meloxicam,meloxicam 15 mg,mg,Tableta o cápsula,Meloxicam,La Sante,Meloxicam (La Sante) - Cada tableta contiene: meloxicam 15 mg,Comercial,927.40,Medio,2
19906224,budesonida,budesonida 200 mcg + budesonida 200 mcg,dosis,Aerosoles,B-Cort,Grunenthal,B-Cort (Grunenthal) - aerosol 120 dosis - Cada 1 dosis contiene: budesonida 200 mcg + budesonida 200 mcg,Comercial,"134,235.00",Medio,2
19906237,prednisona,prednisona 50 mg,mg,Tableta o cápsula,Prednisona,Tecnoquimicas,Prednisona (Tecnoquimicas) - Cada tableta contiene: prednisona 50 mg,Comercial,"2,437.09",Medio,2
19906258,claritromicina,claritromicina 500 mg,mg,Tableta o cápsula,Klamicina,Mega Labs,Klamicina (Mega Labs) - Cada tableta contiene: claritromicina 500 mg,Comercial,"2,464.54",Medio,2
19906266,bupropion,bupropion 150 mg,mg,Tableta o cápsula de liberación modificada,Odranal,Monte Verde,Odranal (Monte Verde) - Cada tableta contiene: bupropion 150 mg,Comercial,"1,655.63",Alto,3
19906274,levonorgestrel y etinilestradiol,"levonorgestrel 0,15 mg + etinilestradiol 0,03 mg",mg,Tableta o cápsula,Nordette,Pfizer,"Nordette (Pfizer) - Cada tableta contiene: levonorgestrel 0,15 mg + etinilestradiol 0,03 mg",Comercial,822.00,Alto,3
19906320,meloxicam,"meloxicam 7,5 mg",mg,Tableta o cápsula,Meloxicam,La Sante,"Meloxicam (La Sante) - Cada tableta contiene: meloxicam 7,5 mg",Comercial,673.63,Medio,2
19906379,nistatina y oxido de zinc,oxido de zinc 20 g + nistatina 10000000 ui,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Crema N°. 4,Tecnofar,Crema N°. 4 (Tecnofar) - tubo 30 g - Cada 100 g contiene: oxido de zinc 20 g + nistatina 10000000 ui,Comercial,"19,908.58",Medio,2
19906441,iodixanol,iodixanol 270 mg,ml,Solución o suspensión inyectable,Visipaque,Ge Healthcare,Visipaque (Ge Healthcare) - botella 50 ml - Cada 1 ml contiene: iodixanol 270 mg,Comercial,"105,657.90",Medio,2
19906442,iodixanol,iodixanol 320 mg,ml,Solución o suspensión inyectable,Visipaque,Ge Healthcare,Visipaque (Ge Healthcare) - botella 50 ml - Cada 1 ml contiene: iodixanol 320 mg,Comercial,"161,992.00",Medio,2
19906457,acetaminofen + clorfeniramina + fenilefrina,acetaminofen 500 mg + maleato de clorfeniramina 2 mg + fenilefrina 5 mg,mg,Tableta o cápsula,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,Dolex Contra Los Sintomas De La Gripa (Glaxosmithkline) - Cada tableta contiene: acetaminofen 500 mg + maleato de clorfeniramina 2 mg + fenilefrina 5 mg,Comercial,887.48,Medio,2
19906457,acetaminofen + clorfeniramina + fenilefrina,acetaminofen 500 mg + maleato de clorfeniramina 2 mg + fenilefrina 5 mg,mg,Tableta o cápsula,Dolex Contra Los Sintomas De La Gripa,Glaxosmithkline,Dolex Contra Los Sintomas De La Gripa (Glaxosmithkline) - Cada tableta contiene: acetaminofen 500 mg + maleato de clorfeniramina 2 mg + fenilefrina 5 mg,Comercial,887.48,Medio,2
19906526,sodio fosfato,sodio fosfato 16 g + sodio fosfato 6 g,ml,Solución o suspensión oral,Travad Oral,Tecnoquimicas,Travad Oral (Tecnoquimicas) - frasco 133 ml - Cada 100 ml contiene: sodio fosfato 16 g + sodio fosfato 6 g,Comercial,"21,790.75",Medio,2
19906578,ibuprofeno,ibuprofeno 2 g,ml,Solución o suspensión oral,Smadol,Seres,Smadol (Seres) - frasco 120 ml - Cada 100 ml contiene: ibuprofeno 2 g,Comercial,"7,821.17",Medio,2
19906811,metronidazol,metronidazol 250 mg,ml,Solución o suspensión oral,Metronidazol,Genfar,Metronidazol (Genfar) - frasco 120 ml - Cada 5 ml contiene: metronidazol 250 mg,Comercial,"9,466.00",Medio,2
19906898,minoxidil,minoxidil 2 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Pilogán,Eurofarma,Pilogán (Eurofarma) - tubo 150 g - Cada 100 g contiene: minoxidil 2 g,Comercial,"75,533.00",Medio,2
19906943,cetirizina,cetirizina 10 g,ml,Solución o suspensión oral,Acidrine,Novamed,Acidrine (Novamed) - frasco 25 ml - Cada 1 ml contiene: cetirizina 10 g,Comercial,"62,399.50",Medio,2
19907095,albumina,albumina 10 g,ml,Solución o suspensión inyectable,Albúmina,Biotest,Albúmina (Biotest) - frasco 50 ml - Cada 50 ml contiene: albumina 10 g,Comercial,"144,803.78",Alto,3
19907425,meloxicam,"meloxicam 7,5 mg",mg,Tableta o cápsula,Meloxicam,Mk,"Meloxicam (Mk) - Cada tableta contiene: meloxicam 7,5 mg",Comercial,861.84,Medio,2
19907426,meloxicam,meloxicam 15 mg,mg,Tableta o cápsula,Meloxicam,Mk,Meloxicam (Mk) - Cada tableta contiene: meloxicam 15 mg,Comercial,"1,044.65",Medio,2
19907773,nafazolina,nafazolina 1 mg,ml,Solución o suspensión oftálmica,Oftalmotrisol,Incobra,Oftalmotrisol (Incobra) - frasco 15 ml - Cada 1 ml contiene: nafazolina 1 mg,Comercial,"18,901.42",Alto,3
19907869,cloruro de sodio,cloruro de sodio 9 mg,ml,Solución o suspensión inyectable,Solucion Fisiologica De Cloruro De Sodio,Braun Melsungen,Solucion Fisiologica De Cloruro De Sodio (Braun Melsungen) - ampolla 100 ml - Cada 1 ml contiene: cloruro de sodio 9 mg,Comercial,"3,126.67",Bajo,1
19907962,hidroxizina,hidroxizina 25 mg,mg,Tableta o cápsula,Hidroxicina,Genfar,Hidroxicina (Genfar) - Cada tableta contiene: hidroxizina 25 mg,Comercial,180.65,Medio,2
19907966,diclofenaco,diclofenaco 15 mg,ml,Solución o suspensión oral,Flamydol,Unipharm,Flamydol (Unipharm) - frasco 20 ml - Cada 1 ml contiene: diclofenaco 15 mg,Comercial,"26,200.00",Alto,3
19907975,levonorgestrel y etinilestradiol,"levonorgestrel 0,15 mg + etinilestradiol 0,03 mg",mg,Tableta o cápsula,Microfemin,Gedeon Richter,"Microfemin (Gedeon Richter) - Cada tableta contiene: levonorgestrel 0,15 mg + etinilestradiol 0,03 mg",Comercial,705.28,Medio,2
19908024,budesonida,budesonida 3 mg,mg,Tableta o cápsula,Budenofalk,Dr Falk Pharma,Budenofalk (Dr Falk Pharma) - Cada capsula contiene: budesonida 3 mg,Comercial,"3,203.00",Medio,2
19908041,hialuronato de sodio,hialuronato de sodio 4 mg,ml,Solución o suspensión oftálmica,Lagricel,Sophia,"Lagricel (Sophia) - ampolla 0,5 ml - Cada 1 ml contiene: hialuronato de sodio 4 mg",Comercial,"2,882.90",Bajo,1
19908044,permetrina,permetrina 1 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Nopion,Tecnofar,Nopion (Tecnofar) - tubo 60 g - Cada 100 g contiene: permetrina 1 g,Comercial,"25,844.10",Medio,2
19908046,levonorgestrel,"levonorgestrel 0,75 mg",mg,Tableta o cápsula,Postinor,Gedeon Richter,"Postinor (Gedeon Richter) - Cada tableta contiene: levonorgestrel 0,75 mg",Comercial,"28,955.00",Alto,3
19908056,oxibutinina,oxibutinina 10 mg,mg,Tableta o cápsula de liberación modificada,Mutum Cr,Laboratorios Elea Phoenix,Mutum Cr (Laboratorios Elea Phoenix) - Cada tableta contiene: oxibutinina 10 mg,Comercial,"8,280.60",Medio,2
19908074,sildenafil,sildenafil 50 mg,mg,Tableta o cápsula,Sildenafil,Mk,Sildenafil (Mk) - Cada tableta contiene: sildenafil 50 mg,Comercial,"2,747.75",Medio,2
19908091,amoxicilina,amoxicilina 750 mg,ml,Polvo para reconstituir a Solución o suspensión oral,Amoxidal,Roemmers,Amoxidal (Roemmers) - frasco 70 ml - Cada 5 ml contiene: amoxicilina 750 mg,Comercial,"42,891.29",Medio,2
19908092,amoxicilina,amoxicilina 875 mg,mg,Tableta o cápsula,Amoxidal Duo,Roemmers,Amoxidal Duo (Roemmers) - Cada tableta contiene: amoxicilina 875 mg,Comercial,"3,552.66",Medio,2
19908093,latanoprost,latanoprost 50 mcg,ml,Solución o suspensión oftálmica,Louten,Mega Labs,"Louten (Mega Labs) - frasco 2,5 ml - Cada 1 ml contiene: latanoprost 50 mcg",Comercial,"17,204.67",Alto,3
19908128,piridostigmina,piridostigmina 60 mg,mg,Tableta o cápsula,Mestinon,Grossman,Mestinon (Grossman) - Cada tableta contiene: piridostigmina 60 mg,Comercial,"9,419.00",Medio,2
19908144,atorvastatin,atorvastatina 20 mg,mg,Tableta o cápsula,Atorvastatina,Mk,Atorvastatina (Mk) - Cada tableta contiene: atorvastatina 20 mg,Comercial,"2,190.26",Alto,3
19908145,fentanyl,fentanyl 50 mcg,ml,Solución o suspensión inyectable,Fentanilo,Braun Melsungen,Fentanilo (Braun Melsungen) - ampolla 2 ml - Cada 1 ml contiene: fentanyl 50 mcg,Comercial,"3,548.33",Medio,2
19908154,metronidazol y clotrimazol,metronidazol base 10 g + clotrimazol 2 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Gynoflor,Siegfried,Gynoflor (Siegfried) - tubo 40 g - Cada 100 g contiene: metronidazol base 10 g + clotrimazol 2 g,Comercial,"41,631.00",Medio,2
19908160,aminoacidos,aminoacidos,ml,Solución o suspensión inyectable,Travasol Plus,Baxter,Travasol Plus (Baxter) - bolsa 500 ml - Cada 500 ml contiene: aminoacidos,Comercial,"69,620.75",Medio,2
19908161,montelukast,montelukast 4 mg,mg,Tableta o cápsula,Singulair,Merck Sharp Dome,Singulair (Merck Sharp Dome) - Cada tableta contiene: montelukast 4 mg,Comercial,"80,920.50",Alto,3
19908192,bisoprolol,"bisoprolol 2,5 mg",mg,Tableta o cápsula,Concor,Merck,"Concor (Merck) - Cada tableta contiene: bisoprolol 2,5 mg",Comercial,307.82,Alto,3
19908202,albendazol,albendazol 200 mg,mg,Tableta o cápsula,Albendazol,Laproff,Albendazol (Laproff) - Cada tableta contiene: albendazol 200 mg,Comercial,267.82,Bajo,1
19908236,amikacina,amikacina 500 mg,ml,Solución o suspensión inyectable,Amikacina,Vitalis,Amikacina (Vitalis) - ampolla 2 ml - Cada 2 ml contiene: amikacina 500 mg,Comercial,"2,975.00",Bajo,1
19908237,amikacina,amikacina 100 mg,ml,Solución o suspensión inyectable,Amikacina,Vitalis,Amikacina (Vitalis) - ampolla 2 ml - Cada 2 ml contiene: amikacina 100 mg,Comercial,"2,091.67",Medio,2
19908238,atorvastatin,atorvastatina 10 mg,mg,Tableta o cápsula,Atorvastatina,Mk,Atorvastatina (Mk) - Cada tableta contiene: atorvastatina 10 mg,Comercial,"2,106.54",Medio,2
19908244,ciclobenzaprina clorhidrato + clonixinato de lisina,clonixinato de lisina 125 mg + ciclobenzaprina clorhidrato 5 mg,mg,Tableta o cápsula,Dorixina Relax,Mega Labs,Dorixina Relax (Mega Labs) - Cada tableta contiene: clonixinato de lisina 125 mg + ciclobenzaprina clorhidrato 5 mg,Comercial,"2,292.17",Medio,2
19908252,azitromicina,azitromicina 500 mg,mg,Tableta o cápsula,Azitromicina,American Generics,Azitromicina (American Generics) - Cada tableta contiene: azitromicina 500 mg,Comercial,"2,835.42",Medio,2
19908253,ibuprofeno + metacarbamol,ibuprofeno 200 mg + metocarbamol 500 mg,mg,Tableta o cápsula,Metocarbamol,Genfar,Metocarbamol (Genfar) - Cada tableta contiene: ibuprofeno 200 mg + metocarbamol 500 mg,Comercial,961.50,Medio,2
19908273,trimebutina,trimebutina 200 mg,mg,Tableta o cápsula,Muvett,Procaps,Muvett (Procaps) - Cada capsula contiene: trimebutina 200 mg,Comercial,"4,007.94",Alto,3
19908283,carbocisteina,carbocisteina 50 mg,ml,Solución o suspensión oral,Mucosina Gotas Pediatricas,Glaxosmithkline,Mucosina Gotas Pediatricas (Glaxosmithkline) - frasco 30 ml - Cada 1 ml contiene: carbocisteina 50 mg,Comercial,"14,691.09",Alto,3
19908284,carbocisteina,carbocisteina 5 g,ml,Solución o suspensión oral,Mucosina,Glaxosmithkline,Mucosina (Glaxosmithkline) - frasco 120 ml - Cada 100 ml contiene: carbocisteina 5 g,Comercial,"25,916.33",Alto,3
19908289,sildenafil,sildenafil 50 mg,mg,Tableta o cápsula,Sildenafil,American Generics,Sildenafil (American Generics) - Cada tableta contiene: sildenafil 50 mg,Comercial,"2,005.69",Medio,2
19908307,omeprazol,omeprazol 20 mg,mg,Tableta o cápsula,Prozidex,Bioquifar,Prozidex (Bioquifar) - Cada capsula contiene: omeprazol 20 mg,Comercial,430.52,Medio,2
19908328,clormadinona y etinilestradiol,"etinilestradiol 0,03 mg + acetato de clormadinona 2 mg",mg,Tableta o cápsula,Belara,Grunenthal,"Belara (Grunenthal) - Cada tableta contiene: etinilestradiol 0,03 mg + acetato de clormadinona 2 mg",Comercial,"1,066.69",Medio,2
19908368,dimenhidrinato,dimenhidrinato 50 mg,mg,Tableta o cápsula,Mareol,Glaxosmithkline,Mareol (Glaxosmithkline) - Cada tableta contiene: dimenhidrinato 50 mg,Comercial,478.68,Alto,3
19908404,hidroclorotiazida y losartan,hidroclorotiazida 25 mg + losartan potasico 100 mg,mg,Tableta o cápsula,Hyzaar Forte,Merck Sharp Dome,Hyzaar Forte (Merck Sharp Dome) - Cada tableta contiene: hidroclorotiazida 25 mg + losartan potasico 100 mg,Comercial,"12,805.00",Alto,3
19908543,oxcarbazepina,oxcarbazepina 300 mg,mg,Tableta o cápsula,Trileptal,Novartis,Trileptal (Novartis) - Cada tableta contiene: oxcarbazepina 300 mg,Comercial,570.75,Medio,2
19908545,oxcarbazepina,oxcarbazepina 600 mg,mg,Tableta o cápsula,Trileptal,Novartis,Trileptal (Novartis) - Cada tableta contiene: oxcarbazepina 600 mg,Comercial,"1,142.75",Medio,2
19908637,ibuprofeno y codeina,ibuprofeno 200 mg + codeina fosfato 30 mg,mg,Tableta o cápsula,Difast F,Siegfried,Difast F (Siegfried) - Cada tableta contiene: ibuprofeno 200 mg + codeina fosfato 30 mg,Comercial,"2,336.33",Medio,2
19908750,alfuzosina,alfuzosina 10 mg,mg,Tableta o cápsula de liberación modificada,Xatral Od,Sanofi Aventis,Xatral Od (Sanofi Aventis) - Cada tableta contiene: alfuzosina 10 mg,Comercial,"1,122.44",Medio,2
19908844,cetrorelix,"cetrorelix 0,25 mg",mg,Polvo para reconstituir a Solución o suspensión inyectable,Cetrotide,Merck,"Cetrotide (Merck) - Cada vial contiene: cetrorelix 0,25 mg",Comercial,"156,257.75",Medio,2
19908845,acido folico,acido folico 1 mg,mg,Tableta o cápsula,Acido Folico,Laproff,Acido Folico (Laproff) - Cada tableta contiene: acido folico 1 mg,Comercial,60.13,Bajo,1
